"year","country_sector","country","sector","ecp_oecd","co2_oecd_total","co2_oecd_1a","co2_oecd_1b","co2_oecd_2","co2_oecd_3","co2_oecd_4","co2_oecd_5"
1993,"Malta (MLT) Acquisitions less disposals of valuables P.53","Malta","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Myanmar (MMR) Household final consumption P.3h","Myanmar","Household final consumption P.3h",NA,1002.53676633663,1002.53676633663,0,0,0,0,0
1993,"Myanmar (MMR) Non-profit institutions serving households P.3n","Myanmar","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Myanmar (MMR) Government final consumption P.3g","Myanmar","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Myanmar (MMR) Gross fixed capital formation P.51","Myanmar","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Myanmar (MMR) Changes in inventories P.52","Myanmar","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Myanmar (MMR) Acquisitions less disposals of valuables P.53","Myanmar","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Mongolia (MNG) Household final consumption P.3h","Mongolia","Household final consumption P.3h",NA,1318.80404061858,1318.80404061858,0,0,0,0,0
1993,"Mongolia (MNG) Non-profit institutions serving households P.3n","Mongolia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Mongolia (MNG) Government final consumption P.3g","Mongolia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Mongolia (MNG) Gross fixed capital formation P.51","Mongolia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Mongolia (MNG) Changes in inventories P.52","Mongolia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Mongolia (MNG) Acquisitions less disposals of valuables P.53","Mongolia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Mozambique (MOZ) Household final consumption P.3h","Mozambique","Household final consumption P.3h",NA,612.722903064238,612.722903064238,0,0,0,0,0
1993,"Mozambique (MOZ) Non-profit institutions serving households P.3n","Mozambique","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Mozambique (MOZ) Government final consumption P.3g","Mozambique","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Mozambique (MOZ) Gross fixed capital formation P.51","Mozambique","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Mozambique (MOZ) Changes in inventories P.52","Mozambique","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Mozambique (MOZ) Acquisitions less disposals of valuables P.53","Mozambique","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Mauritania (MRT) Household final consumption P.3h","Mauritania","Household final consumption P.3h",NA,923.991124609879,923.99112460988,0,0,0,0,0
1993,"Mauritania (MRT) Non-profit institutions serving households P.3n","Mauritania","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Mauritania (MRT) Government final consumption P.3g","Mauritania","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Mauritania (MRT) Gross fixed capital formation P.51","Mauritania","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Mauritania (MRT) Changes in inventories P.52","Mauritania","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Mauritania (MRT) Acquisitions less disposals of valuables P.53","Mauritania","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Malawi (MWI) Household final consumption P.3h","Malawi","Household final consumption P.3h",NA,188.667176481874,188.667176481874,0,0,0,0,0
1993,"Malawi (MWI) Non-profit institutions serving households P.3n","Malawi","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Malawi (MWI) Government final consumption P.3g","Malawi","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Malawi (MWI) Gross fixed capital formation P.51","Malawi","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Malawi (MWI) Changes in inventories P.52","Malawi","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Malawi (MWI) Acquisitions less disposals of valuables P.53","Malawi","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Malaysia (MYS) Household final consumption P.3h","Malaysia","Household final consumption P.3h",NA,14804.5865607638,14804.5865607637,0,0,0,0,0
1993,"Malaysia (MYS) Non-profit institutions serving households P.3n","Malaysia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Malaysia (MYS) Government final consumption P.3g","Malaysia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Malaysia (MYS) Gross fixed capital formation P.51","Malaysia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Malaysia (MYS) Changes in inventories P.52","Malaysia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Malaysia (MYS) Acquisitions less disposals of valuables P.53","Malaysia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Namibia (NAM) Household final consumption P.3h","Namibia","Household final consumption P.3h",NA,308.248072241878,308.248072241878,0,0,0,0,0
1993,"Namibia (NAM) Non-profit institutions serving households P.3n","Namibia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Namibia (NAM) Government final consumption P.3g","Namibia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Namibia (NAM) Gross fixed capital formation P.51","Namibia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Namibia (NAM) Changes in inventories P.52","Namibia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Namibia (NAM) Acquisitions less disposals of valuables P.53","Namibia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Niger (NER) Household final consumption P.3h","Niger","Household final consumption P.3h",NA,177.144690128185,177.144690128185,0,0,0,0,0
1993,"Niger (NER) Non-profit institutions serving households P.3n","Niger","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Niger (NER) Government final consumption P.3g","Niger","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Niger (NER) Gross fixed capital formation P.51","Niger","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Niger (NER) Changes in inventories P.52","Niger","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Niger (NER) Acquisitions less disposals of valuables P.53","Niger","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Nigeria (NGA) Household final consumption P.3h","Nigeria","Household final consumption P.3h",NA,18360.2404763831,18360.2404763831,0,0,0,0,0
1993,"Nigeria (NGA) Non-profit institutions serving households P.3n","Nigeria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Nigeria (NGA) Government final consumption P.3g","Nigeria","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Nigeria (NGA) Gross fixed capital formation P.51","Nigeria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Nigeria (NGA) Changes in inventories P.52","Nigeria","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Nigeria (NGA) Acquisitions less disposals of valuables P.53","Nigeria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Nicaragua (NIC) Household final consumption P.3h","Nicaragua","Household final consumption P.3h",NA,315.298577234292,315.298577234292,0,0,0,0,0
1993,"Nicaragua (NIC) Non-profit institutions serving households P.3n","Nicaragua","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Nicaragua (NIC) Government final consumption P.3g","Nicaragua","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Nicaragua (NIC) Gross fixed capital formation P.51","Nicaragua","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Nicaragua (NIC) Changes in inventories P.52","Nicaragua","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Nicaragua (NIC) Acquisitions less disposals of valuables P.53","Nicaragua","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Netherlands (NLD) Household final consumption P.3h","Netherlands","Household final consumption P.3h",NA,38376.8844602446,38376.8844602446,0,0,0,0,0
1993,"Netherlands (NLD) Non-profit institutions serving households P.3n","Netherlands","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Netherlands (NLD) Government final consumption P.3g","Netherlands","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Netherlands (NLD) Gross fixed capital formation P.51","Netherlands","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Netherlands (NLD) Changes in inventories P.52","Netherlands","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Netherlands (NLD) Acquisitions less disposals of valuables P.53","Netherlands","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Norway (NOR) Household final consumption P.3h","Norway","Household final consumption P.3h",40.5379840617314,5197.91712379343,5197.91712379343,0,0,0,0,0
1993,"Norway (NOR) Non-profit institutions serving households P.3n","Norway","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Norway (NOR) Government final consumption P.3g","Norway","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Norway (NOR) Gross fixed capital formation P.51","Norway","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Norway (NOR) Changes in inventories P.52","Norway","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Norway (NOR) Acquisitions less disposals of valuables P.53","Norway","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Nepal (NPL) Household final consumption P.3h","Nepal","Household final consumption P.3h",NA,881.879597525719,881.87959752572,0,0,0,0,0
1993,"Nepal (NPL) Non-profit institutions serving households P.3n","Nepal","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Nepal (NPL) Government final consumption P.3g","Nepal","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Nepal (NPL) Gross fixed capital formation P.51","Nepal","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Nepal (NPL) Changes in inventories P.52","Nepal","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Nepal (NPL) Acquisitions less disposals of valuables P.53","Nepal","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"New Zealand (NZL) Household final consumption P.3h","New Zealand","Household final consumption P.3h",NA,4979.52694651894,4979.52694651895,0,0,0,0,0
1993,"New Zealand (NZL) Non-profit institutions serving households P.3n","New Zealand","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"New Zealand (NZL) Government final consumption P.3g","New Zealand","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"New Zealand (NZL) Gross fixed capital formation P.51","New Zealand","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"New Zealand (NZL) Changes in inventories P.52","New Zealand","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"New Zealand (NZL) Acquisitions less disposals of valuables P.53","New Zealand","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Oman (OMN) Household final consumption P.3h","Oman","Household final consumption P.3h",NA,1483.51722206347,1483.51722206346,0,0,0,0,0
1993,"Oman (OMN) Non-profit institutions serving households P.3n","Oman","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Oman (OMN) Government final consumption P.3g","Oman","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Oman (OMN) Gross fixed capital formation P.51","Oman","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Oman (OMN) Changes in inventories P.52","Oman","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Oman (OMN) Acquisitions less disposals of valuables P.53","Oman","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Pakistan (PAK) Household final consumption P.3h","Pakistan","Household final consumption P.3h",NA,21944.5028845448,21944.5028845449,0,0,0,0,0
1993,"Pakistan (PAK) Non-profit institutions serving households P.3n","Pakistan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Pakistan (PAK) Government final consumption P.3g","Pakistan","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Pakistan (PAK) Gross fixed capital formation P.51","Pakistan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Pakistan (PAK) Changes in inventories P.52","Pakistan","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Pakistan (PAK) Acquisitions less disposals of valuables P.53","Pakistan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Household final consumption P.3h","Palestine","Household final consumption P.3h",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Non-profit institutions serving households P.3n","Palestine","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Government final consumption P.3g","Palestine","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Gross fixed capital formation P.51","Palestine","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Changes in inventories P.52","Palestine","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Palestine (PSE) Acquisitions less disposals of valuables P.53","Palestine","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Panama (PAN) Household final consumption P.3h","Panama","Household final consumption P.3h",NA,1133.46309568068,1133.46309568068,0,0,0,0,0
1993,"Panama (PAN) Non-profit institutions serving households P.3n","Panama","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Panama (PAN) Government final consumption P.3g","Panama","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Panama (PAN) Gross fixed capital formation P.51","Panama","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Panama (PAN) Changes in inventories P.52","Panama","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Panama (PAN) Acquisitions less disposals of valuables P.53","Panama","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Peru (PER) Household final consumption P.3h","Peru","Household final consumption P.3h",NA,7546.53098991864,7546.53098991864,0,0,0,0,0
1993,"Peru (PER) Non-profit institutions serving households P.3n","Peru","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Peru (PER) Government final consumption P.3g","Peru","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Peru (PER) Gross fixed capital formation P.51","Peru","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Peru (PER) Changes in inventories P.52","Peru","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Peru (PER) Acquisitions less disposals of valuables P.53","Peru","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Philippines (PHL) Household final consumption P.3h","Philippines","Household final consumption P.3h",NA,8964.47355692769,8964.4735569277,0,0,0,0,0
1993,"Philippines (PHL) Non-profit institutions serving households P.3n","Philippines","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Philippines (PHL) Government final consumption P.3g","Philippines","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Philippines (PHL) Gross fixed capital formation P.51","Philippines","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Philippines (PHL) Changes in inventories P.52","Philippines","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Philippines (PHL) Acquisitions less disposals of valuables P.53","Philippines","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Papua New Guinea (PNG) Household final consumption P.3h","Papua New Guinea","Household final consumption P.3h",NA,350.747254284845,350.747254284845,0,0,0,0,0
1993,"Papua New Guinea (PNG) Non-profit institutions serving households P.3n","Papua New Guinea","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Papua New Guinea (PNG) Government final consumption P.3g","Papua New Guinea","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Papua New Guinea (PNG) Gross fixed capital formation P.51","Papua New Guinea","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Papua New Guinea (PNG) Changes in inventories P.52","Papua New Guinea","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Papua New Guinea (PNG) Acquisitions less disposals of valuables P.53","Papua New Guinea","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Poland (POL) Household final consumption P.3h","Poland","Household final consumption P.3h",0,46836.9161002852,46836.9161002852,0,0,0,0,0
1993,"Poland (POL) Non-profit institutions serving households P.3n","Poland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Poland (POL) Government final consumption P.3g","Poland","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Poland (POL) Gross fixed capital formation P.51","Poland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Poland (POL) Changes in inventories P.52","Poland","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Poland (POL) Acquisitions less disposals of valuables P.53","Poland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"North Korea (PRK) Household final consumption P.3h","North Korea","Household final consumption P.3h",NA,2192.36814925347,2192.36814925347,0,0,0,0,0
1993,"North Korea (PRK) Non-profit institutions serving households P.3n","North Korea","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"North Korea (PRK) Government final consumption P.3g","North Korea","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"North Korea (PRK) Gross fixed capital formation P.51","North Korea","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"North Korea (PRK) Changes in inventories P.52","North Korea","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"North Korea (PRK) Acquisitions less disposals of valuables P.53","North Korea","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Portugal (PRT) Household final consumption P.3h","Portugal","Household final consumption P.3h",NA,6582.08423313855,6582.08423313855,0,0,0,0,0
1993,"Portugal (PRT) Non-profit institutions serving households P.3n","Portugal","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Portugal (PRT) Government final consumption P.3g","Portugal","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Portugal (PRT) Gross fixed capital formation P.51","Portugal","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Portugal (PRT) Changes in inventories P.52","Portugal","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Portugal (PRT) Acquisitions less disposals of valuables P.53","Portugal","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Paraguay (PRY) Household final consumption P.3h","Paraguay","Household final consumption P.3h",NA,825.522546477268,825.522546477267,0,0,0,0,0
1993,"Paraguay (PRY) Non-profit institutions serving households P.3n","Paraguay","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Paraguay (PRY) Government final consumption P.3g","Paraguay","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Paraguay (PRY) Gross fixed capital formation P.51","Paraguay","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Paraguay (PRY) Changes in inventories P.52","Paraguay","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Paraguay (PRY) Acquisitions less disposals of valuables P.53","Paraguay","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Qatar (QAT) Household final consumption P.3h","Qatar","Household final consumption P.3h",NA,1223.58876878724,1223.58876878723,0,0,0,0,0
1993,"Qatar (QAT) Non-profit institutions serving households P.3n","Qatar","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Qatar (QAT) Government final consumption P.3g","Qatar","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Qatar (QAT) Gross fixed capital formation P.51","Qatar","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Qatar (QAT) Changes in inventories P.52","Qatar","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Qatar (QAT) Acquisitions less disposals of valuables P.53","Qatar","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Romania (ROU) Household final consumption P.3h","Romania","Household final consumption P.3h",NA,8949.48119047877,8949.48119047877,0,0,0,0,0
1993,"Romania (ROU) Non-profit institutions serving households P.3n","Romania","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Romania (ROU) Government final consumption P.3g","Romania","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Romania (ROU) Gross fixed capital formation P.51","Romania","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Romania (ROU) Changes in inventories P.52","Romania","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Romania (ROU) Acquisitions less disposals of valuables P.53","Romania","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Household final consumption P.3h","USSR/Russian Federation (1990/1991)","Household final consumption P.3h",NA,305051.878258499,305051.878258499,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Non-profit institutions serving households P.3n","USSR/Russian Federation (1990/1991)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Government final consumption P.3g","USSR/Russian Federation (1990/1991)","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Gross fixed capital formation P.51","USSR/Russian Federation (1990/1991)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Changes in inventories P.52","USSR/Russian Federation (1990/1991)","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"USSR/Russian Federation (1990/1991) (RUS) Acquisitions less disposals of valuables P.53","USSR/Russian Federation (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Rwanda (RWA) Household final consumption P.3h","Rwanda","Household final consumption P.3h",NA,111.511599555853,111.511599555854,0,0,0,0,0
1993,"Rwanda (RWA) Non-profit institutions serving households P.3n","Rwanda","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Rwanda (RWA) Government final consumption P.3g","Rwanda","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Rwanda (RWA) Gross fixed capital formation P.51","Rwanda","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Rwanda (RWA) Changes in inventories P.52","Rwanda","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Rwanda (RWA) Acquisitions less disposals of valuables P.53","Rwanda","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Saudi Arabia (SAU) Household final consumption P.3h","Saudi Arabia","Household final consumption P.3h",NA,34804.2306950235,34804.2306950235,0,0,0,0,0
1993,"Saudi Arabia (SAU) Non-profit institutions serving households P.3n","Saudi Arabia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Saudi Arabia (SAU) Government final consumption P.3g","Saudi Arabia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Saudi Arabia (SAU) Gross fixed capital formation P.51","Saudi Arabia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Saudi Arabia (SAU) Changes in inventories P.52","Saudi Arabia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Saudi Arabia (SAU) Acquisitions less disposals of valuables P.53","Saudi Arabia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Household final consumption P.3h","South Sudan","Household final consumption P.3h",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Non-profit institutions serving households P.3n","South Sudan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Government final consumption P.3g","South Sudan","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Gross fixed capital formation P.51","South Sudan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Changes in inventories P.52","South Sudan","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"South Sudan (SDS) Acquisitions less disposals of valuables P.53","South Sudan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Senegal (SEN) Household final consumption P.3h","Senegal","Household final consumption P.3h",NA,511.839915144363,511.839915144363,0,0,0,0,0
1993,"Senegal (SEN) Non-profit institutions serving households P.3n","Senegal","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Senegal (SEN) Government final consumption P.3g","Senegal","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Senegal (SEN) Gross fixed capital formation P.51","Senegal","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Senegal (SEN) Changes in inventories P.52","Senegal","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Senegal (SEN) Acquisitions less disposals of valuables P.53","Senegal","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Singapore (SGP) Household final consumption P.3h","Singapore","Household final consumption P.3h",NA,3863.96065419152,3863.96065419152,0,0,0,0,0
1993,"Singapore (SGP) Non-profit institutions serving households P.3n","Singapore","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Singapore (SGP) Government final consumption P.3g","Singapore","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Singapore (SGP) Gross fixed capital formation P.51","Singapore","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Singapore (SGP) Changes in inventories P.52","Singapore","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Singapore (SGP) Acquisitions less disposals of valuables P.53","Singapore","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Sierra Leone (SLE) Household final consumption P.3h","Sierra Leone","Household final consumption P.3h",NA,213.618431033955,213.618431033955,0,0,0,0,0
1993,"Sierra Leone (SLE) Non-profit institutions serving households P.3n","Sierra Leone","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"Sierra Leone (SLE) Government final consumption P.3g","Sierra Leone","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"Sierra Leone (SLE) Gross fixed capital formation P.51","Sierra Leone","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"Sierra Leone (SLE) Changes in inventories P.52","Sierra Leone","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"Sierra Leone (SLE) Acquisitions less disposals of valuables P.53","Sierra Leone","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"El Salvador (SLV) Household final consumption P.3h","El Salvador","Household final consumption P.3h",NA,1818.91415922041,1818.91415922041,0,0,0,0,0
1993,"El Salvador (SLV) Non-profit institutions serving households P.3n","El Salvador","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1993,"El Salvador (SLV) Government final consumption P.3g","El Salvador","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1993,"El Salvador (SLV) Gross fixed capital formation P.51","El Salvador","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1993,"El Salvador (SLV) Changes in inventories P.52","El Salvador","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1993,"El Salvador (SLV) Acquisitions less disposals of valuables P.53","El Salvador","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1993,"Somalia (SOM) Household final consumption P.3h","Somalia","Household final consumption P.3h",NA,160.168992092802,160.168992092802,0,0,0,0,0
