year,country,sector,ecp_edgar,co2_edgar_total,co2_edgar_1a,co2_edgar_1a3b,co2_edgar_1a4,co2_edgar_1b,co2_edgar_2,co2_edgar_3,co2_edgar_4,co2_edgar_5
1992,Afghanistan,Household final consumption P.3h,NA,181.2345863,181.2345863,100.7616381,80.47294816,0,0,0,0,0
1992,Afghanistan,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Afghanistan,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Afghanistan,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Afghanistan,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Afghanistan,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Angola,Household final consumption P.3h,NA,1027.404178,1027.404178,413.1328334,614.2713446,0,0,0,0,0
1992,Angola,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Angola,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Angola,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Angola,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Angola,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Albania,Household final consumption P.3h,NA,523.1220651,523.1220651,242.8368175,280.2852476,0,0,0,0,0
1992,Albania,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Albania,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Albania,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Albania,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Albania,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,United Arab Emirates,Household final consumption P.3h,NA,10312.11611,10312.11611,10045.24662,266.8694914,0,0,0,0,0
1992,United Arab Emirates,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,United Arab Emirates,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,United Arab Emirates,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,United Arab Emirates,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,United Arab Emirates,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Argentina,Household final consumption P.3h,NA,42318.60333,42318.60333,20310.69913,22007.90421,0,0,0,0,0
1992,Argentina,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Argentina,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Argentina,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Argentina,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Argentina,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Armenia,Household final consumption P.3h,NA,2966.899919,2966.899919,1085.318052,1881.581867,0,0,0,0,0
1992,Armenia,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Armenia,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Armenia,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Armenia,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Armenia,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Australia,Household final consumption P.3h,NA,50358.06269,50358.06269,37963.14988,12394.91281,0,0,0,0,0
1992,Australia,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Australia,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Australia,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Australia,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Australia,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Austria,Household final consumption P.3h,NA,26460.03795,26460.03795,12781.04421,13678.99374,0,0,0,0,0
1992,Austria,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Austria,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Austria,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Austria,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Austria,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,Household final consumption P.3h,NA,8275.74647,8275.74647,2066.212067,6209.534403,0,0,0,0,0
1992,Azerbaijan,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Burundi,Household final consumption P.3h,NA,90.96423182,90.96423182,63.18742652,27.7768053,0,0,0,0,0
1992,Burundi,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Burundi,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Burundi,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Burundi,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Burundi,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Belgium,Household final consumption P.3h,NA,46843.64572,46843.64572,17360.03304,29483.61268,0,0,0,0,0
1992,Belgium,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Belgium,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Belgium,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Belgium,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Belgium,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Benin,Household final consumption P.3h,NA,121.9480013,121.9480013,84.40329075,37.54471058,0,0,0,0,0
1992,Benin,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Benin,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Benin,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Benin,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Benin,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Burkina Faso,Household final consumption P.3h,NA,130.8157708,130.8157708,81.6181767,49.19759406,0,0,0,0,0
1992,Burkina Faso,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Burkina Faso,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Burkina Faso,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Burkina Faso,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Burkina Faso,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bangladesh,Household final consumption P.3h,NA,3601.907797,3601.907797,678.306183,2923.601614,0,0,0,0,0
1992,Bangladesh,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bangladesh,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bangladesh,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bangladesh,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bangladesh,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bulgaria,Household final consumption P.3h,NA,7844.075004,7844.075004,2589.993712,5254.081292,0,0,0,0,0
1992,Bulgaria,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bulgaria,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bulgaria,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bulgaria,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bulgaria,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bahrain,Household final consumption P.3h,NA,1055.412257,1055.412257,906.0287003,149.3835568,0,0,0,0,0
1992,Bahrain,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bahrain,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bahrain,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bahrain,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bahrain,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bahamas,Household final consumption P.3h,NA,291.7569218,291.7569218,144.8190831,146.9378387,0,0,0,0,0
1992,Bahamas,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bahamas,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bahamas,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bahamas,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bahamas,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bosnia and Herzegovina,Household final consumption P.3h,NA,722.7238277,722.7238277,562.2067861,160.5170416,0,0,0,0,0
1992,Bosnia and Herzegovina,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bosnia and Herzegovina,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bosnia and Herzegovina,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bosnia and Herzegovina,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bosnia and Herzegovina,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Belarus,Household final consumption P.3h,NA,22066.26382,22066.26382,6798.686002,15267.57781,0,0,0,0,0
1992,Belarus,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Belarus,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Belarus,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Belarus,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Belarus,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Belize,Household final consumption P.3h,NA,49.97616903,49.97616903,28.62045271,21.35571632,0,0,0,0,0
1992,Belize,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Belize,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Belize,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Belize,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Belize,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bolivia,Household final consumption P.3h,NA,1136.876458,1136.876458,431.3249709,705.551487,0,0,0,0,0
1992,Bolivia,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bolivia,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bolivia,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bolivia,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bolivia,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Brazil,Household final consumption P.3h,NA,77465.78507,77465.78507,49429.94679,28035.83827,0,0,0,0,0
1992,Brazil,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Brazil,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Brazil,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Brazil,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Brazil,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Brunei Darussalam,Household final consumption P.3h,NA,439.5925423,439.5925423,388.1307203,51.46182202,0,0,0,0,0
1992,Brunei Darussalam,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Brunei Darussalam,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Brunei Darussalam,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Brunei Darussalam,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Brunei Darussalam,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Bhutan,Household final consumption P.3h,NA,16.44249065,16.44249065,10.40193669,6.04055396,0,0,0,0,0
1992,Bhutan,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Bhutan,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Bhutan,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Bhutan,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Bhutan,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Botswana,Household final consumption P.3h,NA,443.5254213,443.5254213,291.061842,152.4635794,0,0,0,0,0
1992,Botswana,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Botswana,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Botswana,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Botswana,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Botswana,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Central African Republic,Household final consumption P.3h,NA,70.3364894,70.3364894,48.85856415,21.47792525,0,0,0,0,0
1992,Central African Republic,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Central African Republic,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Central African Republic,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Central African Republic,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Central African Republic,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Canada,Household final consumption P.3h,NA,134369.9032,134369.9032,62628.98658,71740.91666,0,0,0,0,0
1992,Canada,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Canada,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Canada,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Canada,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Canada,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Switzerland,Household final consumption P.3h,NA,29186.30305,29186.30305,11539.90372,17646.39934,0,0,0,0,0
1992,Switzerland,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Switzerland,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Switzerland,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Switzerland,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Switzerland,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Chile,Household final consumption P.3h,NA,8542.435903,8542.435903,4262.314993,4280.12091,0,0,0,0,0
1992,Chile,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Chile,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Chile,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Chile,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Chile,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,China,Household final consumption P.3h,NA,488277.4642,488277.4642,45946.31495,442331.1492,0,0,0,0,0
1992,China,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,China,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,China,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,China,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,China,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Cote d'Ivoire,Household final consumption P.3h,NA,824.629215,824.629215,294.8682629,529.7609521,0,0,0,0,0
1992,Cote d'Ivoire,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Cote d'Ivoire,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Cote d'Ivoire,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Cote d'Ivoire,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Cote d'Ivoire,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Cameroon,Household final consumption P.3h,NA,1483.890242,1483.890242,952.8008719,531.0893703,0,0,0,0,0
1992,Cameroon,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Cameroon,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Cameroon,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Cameroon,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Cameroon,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,DR Congo,Household final consumption P.3h,NA,301.4697846,301.4697846,260.7961738,40.67361087,0,0,0,0,0
1992,DR Congo,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,DR Congo,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,DR Congo,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,DR Congo,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,DR Congo,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Rep Congo,Household final consumption P.3h,NA,347.6453121,347.6453121,266.9521312,80.69318091,0,0,0,0,0
1992,Rep Congo,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Rep Congo,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Rep Congo,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Rep Congo,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Rep Congo,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Colombia,Household final consumption P.3h,NA,11887.39282,11887.39282,7100.676717,4786.716102,0,0,0,0,0
1992,Colombia,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Colombia,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Colombia,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Colombia,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Colombia,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Costa Rica,Household final consumption P.3h,NA,1560.752112,1560.752112,1338.79336,221.9587525,0,0,0,0,0
1992,Costa Rica,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Costa Rica,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Costa Rica,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Costa Rica,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Costa Rica,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Cuba,Household final consumption P.3h,NA,3820.558292,3820.558292,1265.474367,2555.083926,0,0,0,0,0
1992,Cuba,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Cuba,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Cuba,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Cuba,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Cuba,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Cyprus,Household final consumption P.3h,NA,992.3880427,992.3880427,776.1124127,216.27563,0,0,0,0,0
1992,Cyprus,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Cyprus,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Cyprus,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Cyprus,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Cyprus,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Household final consumption P.3h,NA,23614.64788,23614.64788,5758.287275,17856.3606,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,CSSR/Czech Republic (1990/1991),Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Germany,Household final consumption P.3h,NA,323576.2015,323576.2015,136566.6748,187009.5267,0,0,0,0,0
1992,Germany,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Germany,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Germany,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Germany,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Germany,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Djibouti,Household final consumption P.3h,NA,454.1147584,454.1147584,315.4464382,138.6683202,0,0,0,0,0
1992,Djibouti,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Djibouti,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Djibouti,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Djibouti,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Djibouti,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Household final consumption P.3h,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,DR Yemen (Aden),Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Denmark,Household final consumption P.3h,14.49126302,15709.20878,15709.20878,7553.036186,8156.172599,0,0,0,0,0
1992,Denmark,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Denmark,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Denmark,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Denmark,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Denmark,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Dominican Republic,Household final consumption P.3h,NA,2380.733135,2380.733135,1027.121821,1353.611314,0,0,0,0,0
1992,Dominican Republic,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Dominican Republic,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Dominican Republic,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Dominican Republic,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Dominican Republic,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Algeria,Household final consumption P.3h,NA,17121.96677,17121.96677,9390.567769,7731.399001,0,0,0,0,0
1992,Algeria,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Algeria,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Algeria,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Algeria,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Algeria,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Ecuador,Household final consumption P.3h,NA,3205.937638,3205.937638,1718.491322,1487.446316,0,0,0,0,0
1992,Ecuador,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Ecuador,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Ecuador,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Ecuador,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Ecuador,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Egypt,Household final consumption P.3h,NA,16304.64606,16304.64606,7268.219905,9036.426157,0,0,0,0,0
1992,Egypt,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Egypt,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Egypt,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Egypt,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Egypt,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Eritrea,Household final consumption P.3h,NA,93.18205058,93.18205058,68.15204114,25.03000944,0,0,0,0,0
1992,Eritrea,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Eritrea,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Eritrea,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Eritrea,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Eritrea,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Spain,Household final consumption P.3h,NA,66175.46013,66175.46013,42575.66667,23599.79346,0,0,0,0,0
1992,Spain,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Spain,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Spain,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Spain,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Spain,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
1992,Estonia,Household final consumption P.3h,NA,1743.960891,1743.960891,654.4841686,1089.476722,0,0,0,0,0
1992,Estonia,Non-profit institutions serving households P.3n,NA,0,0,0,0,0,0,0,0,0
1992,Estonia,Government final consumption P.3g,NA,0,0,0,0,0,0,0,0,0
1992,Estonia,Gross fixed capital formation P.51,NA,0,0,0,0,0,0,0,0,0
1992,Estonia,Changes in inventories P.52,NA,0,0,0,0,0,0,0,0,0
1992,Estonia,Acquisitions less disposals of valuables P.53,NA,0,0,0,0,0,0,0,0,0
