"year","country","sector","ecp_oecd","co2_oecd_total","co2_oecd_1a","co2_oecd_1a3b","co2_oecd_1a4","co2_oecd_1b","co2_oecd_2","co2_oecd_3","co2_oecd_4","co2_oecd_5"
1994,"Cote d'Ivoire","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Cote d'Ivoire","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Cote d'Ivoire","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Cote d'Ivoire","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Cameroon","Household final consumption P.3h",NA,1684.92222447653,1684.92222447653,1068.86621115674,616.056013319791,0,0,0,0,0
1994,"Cameroon","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Cameroon","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Cameroon","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Cameroon","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Cameroon","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"DR Congo","Household final consumption P.3h",NA,296.013723399546,296.013723399547,267.855113677918,28.1586097216286,0,0,0,0,0
1994,"DR Congo","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"DR Congo","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"DR Congo","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"DR Congo","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"DR Congo","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Rep Congo","Household final consumption P.3h",NA,226.642100036988,226.642100036988,161.102270020063,65.5398300169248,0,0,0,0,0
1994,"Rep Congo","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Rep Congo","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Rep Congo","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Rep Congo","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Rep Congo","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Colombia","Household final consumption P.3h",NA,14418.0904645893,14418.0904645893,8380.35503917362,6037.73542541573,0,0,0,0,0
1994,"Colombia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Colombia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Colombia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Colombia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Colombia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Costa Rica","Household final consumption P.3h",NA,1729.49578282375,1729.49578282376,1451.02998969741,278.465793126348,0,0,0,0,0
1994,"Costa Rica","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Costa Rica","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Costa Rica","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Costa Rica","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Costa Rica","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Cuba","Household final consumption P.3h",NA,2857.67825258547,2857.67825258547,962.536326776546,1895.14192580892,0,0,0,0,0
1994,"Cuba","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Cuba","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Cuba","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Cuba","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Cuba","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Cyprus","Household final consumption P.3h",NA,882.662563188584,882.662563188584,708.402986873207,174.259576315377,0,0,0,0,0
1994,"Cyprus","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Cyprus","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Cyprus","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Cyprus","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Cyprus","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Household final consumption P.3h",NA,10058.9555286723,10058.9555286723,2728.14288849819,7330.81264017408,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"CSSR/Czech Republic (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Germany","Household final consumption P.3h",NA,230535.012362238,230535.012362238,99879.0397896698,130655.972572568,0,0,0,0,0
1994,"Germany","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Germany","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Germany","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Germany","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Germany","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Djibouti","Household final consumption P.3h",NA,446.984625831368,446.984625831369,314.573734229409,132.41089160196,0,0,0,0,0
1994,"Djibouti","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Djibouti","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Djibouti","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Djibouti","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Djibouti","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Household final consumption P.3h",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"DR Yemen (Aden)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Denmark","Household final consumption P.3h",21.0505421757487,9476.61431094513,9476.61431094513,4738.66478402819,4737.94952691694,0,0,0,0,0
1994,"Denmark","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Denmark","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Denmark","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Denmark","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Denmark","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Dominican Republic","Household final consumption P.3h",NA,2885.99511019703,2885.99511019703,1302.9900518789,1583.00505831813,0,0,0,0,0
1994,"Dominican Republic","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Dominican Republic","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Dominican Republic","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Dominican Republic","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Dominican Republic","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Algeria","Household final consumption P.3h",NA,16689.8223041286,16689.8223041286,8573.73834500662,8116.08395912201,0,0,0,0,0
1994,"Algeria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Algeria","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Algeria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Algeria","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Algeria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Ecuador","Household final consumption P.3h",NA,3401.23737783531,3401.2373778353,1829.92652231605,1571.31085551925,0,0,0,0,0
1994,"Ecuador","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Ecuador","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Ecuador","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Ecuador","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Ecuador","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Egypt","Household final consumption P.3h",NA,17061.947580082,17061.947580082,8105.78886470866,8956.15871537337,0,0,0,0,0
1994,"Egypt","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Egypt","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Egypt","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Egypt","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Egypt","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Eritrea","Household final consumption P.3h",NA,223.514604063717,223.514604063717,170.56486916211,52.949734901607,0,0,0,0,0
1994,"Eritrea","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Eritrea","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Eritrea","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Eritrea","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Eritrea","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Spain","Household final consumption P.3h",NA,50350.094613307,50350.0946133069,32392.1960402799,17957.898573027,0,0,0,0,0
1994,"Spain","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Spain","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Spain","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Spain","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Spain","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Estonia","Household final consumption P.3h",NA,674.110862798748,674.110862798747,394.042427096644,280.068435702103,0,0,0,0,0
1994,"Estonia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Estonia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Estonia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Estonia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Estonia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Household final consumption P.3h",NA,1006.42319689501,1006.42319689501,564.111947103245,442.311249791764,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Ethiopia/DR Ethiopia (1992/1993)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Finland","Household final consumption P.3h",5.85525001754476,8413.89416796327,8413.89416796327,4650.37002743852,3763.52414052475,0,0,0,0,0
1994,"Finland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Finland","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Finland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Finland","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Finland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"France","Household final consumption P.3h",NA,124503.190846102,124503.190846102,62867.707716298,61635.4831298038,0,0,0,0,0
1994,"France","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"France","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"France","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"France","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"France","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Gabon","Household final consumption P.3h",NA,313.524873908027,313.524873908026,129.582224723577,183.942649184449,0,0,0,0,0
1994,"Gabon","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Gabon","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Gabon","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Gabon","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Gabon","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"United Kingdom","Household final consumption P.3h",NA,150263.610164418,150263.610164418,69011.0631562787,81252.5470081391,0,0,0,0,0
1994,"United Kingdom","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"United Kingdom","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"United Kingdom","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"United Kingdom","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"United Kingdom","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Georgia","Household final consumption P.3h",NA,2927.78782227193,2927.78782227193,662.74368373777,2265.04413853416,0,0,0,0,0
1994,"Georgia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Georgia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Georgia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Georgia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Georgia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Ghana","Household final consumption P.3h",NA,1427.69425435311,1427.69425435311,881.844910864611,545.849343488504,0,0,0,0,0
1994,"Ghana","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Ghana","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Ghana","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Ghana","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Ghana","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Guinea","Household final consumption P.3h",NA,315.283798577483,315.283798577483,221.886830393955,93.3969681835279,0,0,0,0,0
1994,"Guinea","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Guinea","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Guinea","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Guinea","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Guinea","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Gambia","Household final consumption P.3h",NA,65.3112384220351,65.3112384220351,45.963997350811,19.3472410712241,0,0,0,0,0
1994,"Gambia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Gambia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Gambia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Gambia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Gambia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Equatorial Guinea","Household final consumption P.3h",NA,28.1045326303011,28.1045326303011,9.33203090611032,18.7725017241908,0,0,0,0,0
1994,"Equatorial Guinea","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Equatorial Guinea","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Equatorial Guinea","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Equatorial Guinea","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Equatorial Guinea","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Greece","Household final consumption P.3h",NA,12684.8363706216,12684.8363706216,7540.99087605792,5143.84549456364,0,0,0,0,0
1994,"Greece","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Greece","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Greece","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Greece","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Greece","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Guatemala","Household final consumption P.3h",NA,1224.13369682709,1224.13369682709,563.827244458034,660.306452369058,0,0,0,0,0
1994,"Guatemala","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Guatemala","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Guatemala","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Guatemala","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Guatemala","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Honduras","Household final consumption P.3h",NA,640.450765095665,640.450765095665,283.954987793478,356.495777302187,0,0,0,0,0
1994,"Honduras","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Honduras","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Honduras","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Honduras","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Honduras","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Hong Kong","Household final consumption P.3h",NA,6332.03665088469,6332.03665088469,4668.36265439241,1663.67399649228,0,0,0,0,0
1994,"Hong Kong","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Hong Kong","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Hong Kong","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Hong Kong","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Hong Kong","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Croatia","Household final consumption P.3h",NA,3381.41577152084,3381.41577152084,1608.64799350459,1772.76777801625,0,0,0,0,0
1994,"Croatia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Croatia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Croatia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Croatia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Croatia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Haiti","Household final consumption P.3h",NA,50.4124523214998,50.4124523214998,20.106270855,30.3061814664998,0,0,0,0,0
1994,"Haiti","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Haiti","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Haiti","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Haiti","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Haiti","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Hungary","Household final consumption P.3h",NA,14593.0230742456,14593.0230742456,3438.93162203149,11154.0914522141,0,0,0,0,0
1994,"Hungary","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Hungary","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Hungary","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Hungary","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Hungary","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Indonesia","Household final consumption P.3h",NA,41787.5875354156,41787.5875354156,15099.5828168135,26688.0047186021,0,0,0,0,0
1994,"Indonesia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Indonesia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Indonesia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Indonesia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Indonesia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"India","Household final consumption P.3h",NA,104814.134056311,104814.134056311,22593.2340429423,82220.9000133687,0,0,0,0,0
1994,"India","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"India","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"India","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"India","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"India","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Ireland","Household final consumption P.3h",NA,9850.7469714268,9850.7469714268,3296.54070165992,6554.20626976688,0,0,0,0,0
1994,"Ireland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Ireland","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Ireland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Ireland","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Ireland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Iran","Household final consumption P.3h",NA,114665.699196214,114665.699196214,33666.6566254735,80999.0425707401,0,0,0,0,0
1994,"Iran","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Iran","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Iran","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Iran","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Iran","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Iraq","Household final consumption P.3h",NA,12096.3040999106,12096.3040999106,5907.88007077444,6188.42402913617,0,0,0,0,0
1994,"Iraq","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Iraq","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Iraq","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Iraq","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Iraq","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Iceland","Household final consumption P.3h",NA,542.384554512369,542.384554512369,155.367857372974,387.016697139395,0,0,0,0,0
1994,"Iceland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Iceland","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Iceland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Iceland","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Iceland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Israel","Household final consumption P.3h",NA,8686.90862690186,8686.90862690187,7218.34209144383,1468.56653545804,0,0,0,0,0
1994,"Israel","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Israel","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Israel","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Israel","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Israel","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Italy","Household final consumption P.3h",NA,105947.703013982,105947.703013982,59655.2412182152,46292.461795767,0,0,0,0,0
1994,"Italy","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Italy","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Italy","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Italy","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Italy","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Jamaica","Household final consumption P.3h",NA,1158.79274373231,1158.79274373231,831.664042618279,327.128701114027,0,0,0,0,0
1994,"Jamaica","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Jamaica","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Jamaica","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Jamaica","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Jamaica","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Jordan","Household final consumption P.3h",NA,3901.01699681465,3901.01699681465,2351.2084651035,1549.80853171115,0,0,0,0,0
1994,"Jordan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Jordan","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Jordan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Jordan","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Jordan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Japan","Household final consumption P.3h",NA,294749.29270753,294749.29270753,148590.143130867,146159.149576663,0,0,0,0,0
1994,"Japan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1994,"Japan","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1994,"Japan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1994,"Japan","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1994,"Japan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1994,"Kazakhstan","Household final consumption P.3h",NA,8300.77265301217,8300.77265301216,5821.7293922436,2479.04326076856,0,0,0,0,0
