"year","country","gloria_sector","gloria_sector_name","paidShare_a_md","paidShare_a_um","paidShare_a_wm","sum_verified","sum_allocatedFreeM","sum_allocatedTotal","sum_surrendered","n_installations"
2009,"Austria","93_94","Aggregate (see variable gloria_sector)",0,0,0,6849,9149,9149,6849,1
2009,"Austria","94","Distribution of gaseous fuels through mains",0,0.0964493415936415,0.0631277781399933,782223,884421,884421,782223,35
2009,"Austria","97","Materials recovery",0.892411014103425,0.892411014103425,0.892411014103425,7445,801,801,7445,1
2009,"Belgium","28","Iron ores",0,0,0,90713,616499,616499,90713,1
2009,"Belgium","37","Quarrying of stone, sand and clay",0,0,0,17233,18590,18590,17233,1
2009,"Belgium","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.0247301433864991,0.26236507169325,0.0467168824868958,74213,77334,77334,74213,4
2009,"Belgium","47","Cereal products",0,0,0,328350,394986,394986,328350,3
2009,"Belgium","48_49","Aggregate (see variable gloria_sector)",0,0.0149015650819152,0.0147869982042688,170961,194705,194705,170961,7
2009,"Belgium","50","Food products and feeds n.e.c.",0,0,0,97635,130844,130844,97635,4
2009,"Belgium","51","Sugar refining; cocoa, chocolate and confectionery",0,0.0464052033026951,0.0166616558175958,286046,458151,458151,286046,7
2009,"Belgium","52_53","Aggregate (see variable gloria_sector)",0,0.2,0.000297899806365126,120846,179813,179813,120846,5
2009,"Belgium","54","Dairy products",0,0.0302510568864496,0.0528215754200796,185322,218788,218788,185322,8
2009,"Belgium","55","Alcoholic and other  beverages",0,0,0,124828,155989,155989,124828,7
2009,"Belgium","57","Textiles and clothing",0,0,0,50851,109853,109853,50851,8
2009,"Belgium","59","Sawmill products",0,0,0,68252,208390,208390,68252,8
2009,"Belgium","60","Pulp and paper",0,0.0121660317062454,0.0122727308643536,632785,823973,823973,632785,10
2009,"Belgium","62","Coke oven products",0,0,0,79700,110327,110327,79700,1
2009,"Belgium","63","Refined petroleum products",0,0.0350076673392988,0.00464044528258552,6234962,6425618,6425618,6234962,5
2009,"Belgium","64","Nitrogenous fertilizers",0,0,0,150484,265786,265786,150484,1
2009,"Belgium","66","Basic petrochemical products",0,0.00858747716722029,0.00562185354074362,556578,808083,808083,556578,12
2009,"Belgium","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.00909982545516129,0.0015373472325366,5453550,7781146,7781146,5453550,28
2009,"Belgium","69","Pharmaceuticals and medicinal products",0,0,0,104671,124363,124363,104671,6
2009,"Belgium","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,163439,252166,252166,163439,5
2009,"Belgium","72","Plastic products",0,0,0,47066,69306,69306,47066,3
2009,"Belgium","73","Clay building materials",0,0.00422092534619048,0.00666401022272908,509453,867364,867364,509453,31
2009,"Belgium","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,4301,7733,7733,4301,1
2009,"Belgium","74","Glass and other ceramics n.e.c.",0,0.029845743498849,0.00787318341267853,1021696,1465021,1465021,1021696,12
2009,"Belgium","75","Cement, lime and plaster products",0,0.00194927512886388,0.000768236233336359,6478476,8314307,8314307,6478476,14
2009,"Belgium","77","Basic iron and steel",0,0,0,35211,44424,44424,35211,2
2009,"Belgium","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.0019254586268287,0.000246218717695393,4849347,15233762,15233762,4849347,24
2009,"Belgium","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,341634,502672,502672,341634,6
2009,"Belgium","85","Fabricated metal products",0,0,0,12944,24673,24673,12944,2
2009,"Belgium","86","Machinery and equipment",0,0,0,29964,56676,56676,29964,2
2009,"Belgium","87","Motor vehicles, trailers and semi-trailers",0,0,0,115356,206459,206459,115356,5
2009,"Belgium","88","Other transport equipment",0,0,0,10820,12995,12995,10820,1
2009,"Belgium","91","Electrical equipment",0.0567110192481592,0.0567110192481592,0.0567110192481592,7741,7302,7302,7741,1
2009,"Belgium","93","Electric power generation, transmission and distribution",0.536250541114387,0.484000891474991,0.555011080658807,17236791,8716193,8716193,17236791,40
2009,"Belgium","93_94","Aggregate (see variable gloria_sector)",0,0,0,92918,314153,314153,92918,2
2009,"Belgium","94","Distribution of gaseous fuels through mains",0,0.0890666070997649,0.111522264583489,321048,338456,338456,321048,9
2009,"Belgium","103","Transport via pipeline",0.00822537528274728,0.00822537528274728,0.0156433320297223,5114,6638,6638,5114,2
2009,"Belgium","106","Services to transport",0,0,0,19377,26359,26359,19377,1
2009,"Belgium","114","Professional, scientific and technical services",0.0816275896290783,0.0816275896290783,0.0816275896290783,8061,7403,7403,8061,1
2009,"Belgium","116","Government; social security; defence; public order",0,0,0,3449,3779,3779,3449,1
2009,"Belgium","118","Human health and social work activities",0,0,0,14966,29627,29627,14966,2
2009,"Bulgaria","6_7","Aggregate (see variable gloria_sector)",0,0,0,6656,16338,16338,18527,3
2009,"Bulgaria","47","Cereal products",0,0,0,39257,41131,41131,77722,1
2009,"Bulgaria","51","Sugar refining; cocoa, chocolate and confectionery",0,0,0,58758,131012,131012,150290,2
2009,"Bulgaria","52_53","Aggregate (see variable gloria_sector)",0,0,0,298,1723,1723,472,2
2009,"Bulgaria","55","Alcoholic and other  beverages",0,0,0,7864,9384,9384,16652,1
2009,"Bulgaria","57","Textiles and clothing",0,0,0,11893,25798,25798,24532,2
2009,"Bulgaria","59","Sawmill products",0,0,0,20635,36942,36942,45072,3
2009,"Bulgaria","60","Pulp and paper",0,0,0,75940,255295,255295,214837,5
2009,"Bulgaria","63","Refined petroleum products",0,0,0,1158853,2790746,2790746,3662635,3
2009,"Bulgaria","64","Nitrogenous fertilizers",0,0,0,335481,490786,490786,802459,2
2009,"Bulgaria","69","Pharmaceuticals and medicinal products",0,0,0,29960,39077,39077,64600,4
2009,"Bulgaria","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,12,916,916,40,1
2009,"Bulgaria","72","Plastic products",0,0,0,287,863,863,1134,1
2009,"Bulgaria","73","Clay building materials",0,0.00372954764196343,0.0012776129244972,121320,273901,273901,368879,20
2009,"Bulgaria","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,3977,4596,4596,8291,1
2009,"Bulgaria","74","Glass and other ceramics n.e.c.",0,0,0,390386,493076,493076,816390,7
2009,"Bulgaria","75","Cement, lime and plaster products",0,0.0192467532467532,0.00656694960316679,2031080,4339427,4339427,5757954,9
2009,"Bulgaria","77","Basic iron and steel",0,0,0,1818,6597,6597,7587,2
2009,"Bulgaria","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,161426,279710,279710,379334,3
2009,"Bulgaria","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,50284,66190,66190,110403,5
2009,"Bulgaria","85","Fabricated metal products",0,0,0,20975,51695,51695,67480,4
2009,"Bulgaria","86","Machinery and equipment",0,0,0,1232,2763,2763,1958,1
2009,"Bulgaria","93","Electric power generation, transmission and distribution",0,0.0872498084797428,0.0833891802317309,20353264,22825123,22825123,42167013,7
2009,"Bulgaria","94","Distribution of gaseous fuels through mains",0,0.0513868782438393,0.130791551637443,7105803,8345676,8345676,15111371,36
2009,"CSSR/Czech Republic (1990/1991)","29","Uranium ores",0,0,0,30260,43816,43816,30260,2
2009,"CSSR/Czech Republic (1990/1991)","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,12420,18152,18152,12420,3
2009,"CSSR/Czech Republic (1990/1991)","50","Food products and feeds n.e.c.",0,0,0,12324,13005,13005,12324,1
2009,"CSSR/Czech Republic (1990/1991)","51","Sugar refining; cocoa, chocolate and confectionery",0.0796515025411273,0.0746999464438896,0.108448907087875,239818,230194,230194,239818,7
2009,"CSSR/Czech Republic (1990/1991)","54","Dairy products",0,0.0295725423425038,0.0336048879837067,29460,34866,34866,29460,3
2009,"CSSR/Czech Republic (1990/1991)","55","Alcoholic and other  beverages",0,0.00841132567231371,0.00971072967243384,43869,69668,69668,43869,6
2009,"CSSR/Czech Republic (1990/1991)","57","Textiles and clothing",0,0,0,29281,86519,86519,29281,6
2009,"CSSR/Czech Republic (1990/1991)","59","Sawmill products",0,0,0,13390,39740,39740,13390,4
2009,"CSSR/Czech Republic (1990/1991)","60","Pulp and paper",0,0,0,637387,895611,895611,637387,15
2009,"CSSR/Czech Republic (1990/1991)","61","Printing",0,0,0,2858,2873,2873,2858,1
2009,"CSSR/Czech Republic (1990/1991)","62","Coke oven products",0,0,0,151182,253226,253226,151182,2
2009,"CSSR/Czech Republic (1990/1991)","63","Refined petroleum products",0,0.0051933840413318,0.00059087963506294,979895,1088492,1088492,979895,4
2009,"CSSR/Czech Republic (1990/1991)","64","Nitrogenous fertilizers",0,0.14412862474878,0.00256917232049486,586181,655532,655532,586181,3
2009,"CSSR/Czech Republic (1990/1991)","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,2958378,3566660,3566660,2958378,8
2009,"CSSR/Czech Republic (1990/1991)","69","Pharmaceuticals and medicinal products",0,0,0,14272,15647,15647,14272,1
2009,"CSSR/Czech Republic (1990/1991)","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,8428,11250,11250,8428,2
2009,"CSSR/Czech Republic (1990/1991)","71","Rubber products",0,0,0,20689,33339,33339,20689,2
2009,"CSSR/Czech Republic (1990/1991)","72","Plastic products",0,0,0,22155,29675,29675,22155,2
2009,"CSSR/Czech Republic (1990/1991)","73","Clay building materials",0,0.0015054347826087,0.00441304157340067,376611,586821,586821,376611,30
2009,"CSSR/Czech Republic (1990/1991)","73_74_75_76","Aggregate (see variable gloria_sector)",0,0.0333752818415395,0.021405750798722,59470,89691,89691,59470,9
2009,"CSSR/Czech Republic (1990/1991)","74","Glass and other ceramics n.e.c.",0,0,0,630523,1021347,1021347,630523,26
2009,"CSSR/Czech Republic (1990/1991)","75","Cement, lime and plaster products",0,0,0,3212201,3836121,3836121,3212201,10
2009,"CSSR/Czech Republic (1990/1991)","76","Other non-metallic mineral products n.e.c.",0,0,0,79226,119642,119642,79226,4
2009,"CSSR/Czech Republic (1990/1991)","77","Basic iron and steel",0,0,0,2515,4239,4239,2515,2
2009,"CSSR/Czech Republic (1990/1991)","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,6454319,10298818,10298818,6454319,14
2009,"CSSR/Czech Republic (1990/1991)","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,9245,16454,16454,9245,1
2009,"CSSR/Czech Republic (1990/1991)","85","Fabricated metal products",0,0,0,31545,48290,48290,31545,8
2009,"CSSR/Czech Republic (1990/1991)","86","Machinery and equipment",0,0,0,122668,246078,246078,122668,5
2009,"CSSR/Czech Republic (1990/1991)","87","Motor vehicles, trailers and semi-trailers",0,0.0160469390640464,0.0214252005663049,31785,37536,37536,31785,3
2009,"CSSR/Czech Republic (1990/1991)","88","Other transport equipment",0,0,0,23202,33807,33807,23202,4
2009,"CSSR/Czech Republic (1990/1991)","91","Electrical equipment",0,0,0,2379,2946,2946,2379,1
2009,"CSSR/Czech Republic (1990/1991)","93","Electric power generation, transmission and distribution",0,0.0106213490233157,0.0276161650160592,40767717,44393775,44393775,40767717,36
2009,"CSSR/Czech Republic (1990/1991)","93_94","Aggregate (see variable gloria_sector)",0,0,0,633,4981,4981,633,3
2009,"CSSR/Czech Republic (1990/1991)","94","Distribution of gaseous fuels through mains",0,0.0143381758730528,0.00221045838197226,14966579,17887243,17887243,14966579,130
2009,"CSSR/Czech Republic (1990/1991)","114","Professional, scientific and technical services",0,0,0,9364,13970,13970,9364,1
2009,"CSSR/Czech Republic (1990/1991)","118","Human health and social work activities",0,0,0,36592,41351,41351,36592,4
2009,"Cyprus","73","Clay building materials",0,0,0,66139,205573,205573,66139,6
2009,"Cyprus","74","Glass and other ceramics n.e.c.",0,0,0,6228,14121,14121,6228,1
2009,"Cyprus","75","Cement, lime and plaster products",0,0,0,1296799,1564697,1564697,1296799,3
2009,"Cyprus","93","Electric power generation, transmission and distribution",0.218966704269055,0.148201616996729,0.197426052613585,3992467,3304691,3304691,3992467,3
2009,"Denmark","10","Growing crops n.e.c.",0,0,0,52437,98340,98340,52437,5
2009,"Denmark","11","Growing grapes",0,0,0,5005,15017,15017,5005,1
2009,"Denmark","26","Petroleum extraction",0,0.0101906840600308,0.00461868439194479,1304051,1632703,1632703,1304051,6
2009,"Denmark","39","Extraction of salt",0.220710300721187,0.220710300721187,0.220710300721187,22047,17181,17181,22047,1
2009,"Denmark","40","Mining and quarrying n.e.c.; services to mining",0,0,0,14493,32922,32922,14493,2
2009,"Denmark","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0.0940474790735806,0.187744531803108,53674,59797,59797,53674,5
2009,"Denmark","46","Fish products",0.1024,0.123155468452284,0.129083647118008,131194,151931,151931,131194,4
2009,"Denmark","50","Food products and feeds n.e.c.",0.217447923686097,0.170917087865962,0.174381714615329,55476,49676,49676,55476,4
2009,"Denmark","51","Sugar refining; cocoa, chocolate and confectionery",0.26062828338279,0.26062828338279,0.257870837537841,257660,191217,191217,257660,2
2009,"Denmark","52_53","Aggregate (see variable gloria_sector)",0.0117149951938481,0.0117149951938481,0.0117149951938481,99872,98702,98702,99872,1
2009,"Denmark","55","Alcoholic and other  beverages",0,0,0,25430,48413,48413,25430,3
2009,"Denmark","57","Textiles and clothing",0,0,0,4042,5394,5394,3563,1
2009,"Denmark","59","Sawmill products",0,0,0,7512,17160,17160,7512,1
2009,"Denmark","60","Pulp and paper",0.0444286142771446,0.0444286142771446,0.0161003247238489,73601,84984,84984,73601,2
2009,"Denmark","63","Refined petroleum products",0.0700173645376667,0.0700173645376667,0.0757320262988224,927494,864452,864452,927494,2
2009,"Denmark","65_70","Aggregate (see variable gloria_sector)",0,0,0,65406,78505,78505,65406,1
2009,"Denmark","69","Pharmaceuticals and medicinal products",0.121095995401418,0.121095995401418,0.121095995401418,5219,4587,4587,5219,1
2009,"Denmark","70","Dyes, paints, glues, detergents and other chemical products",0,0.059049398090494,0.0355112060357262,144208,164419,164419,144208,3
2009,"Denmark","73","Clay building materials",0,0,0,78828,129629,129629,78828,15
2009,"Denmark","74","Glass and other ceramics n.e.c.",0,0,0,48627,61470,61470,48627,1
2009,"Denmark","75","Cement, lime and plaster products",0,0,0,1610247,2705075,2705075,1610247,4
2009,"Denmark","76","Other non-metallic mineral products n.e.c.",0,0.142632378406999,0.0303791878535201,153987,241585,241585,153987,19
2009,"Denmark","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,49798,80450,80450,49798,3
2009,"Denmark","86","Machinery and equipment",0,0,0,20758,24865,24865,20758,1
2009,"Denmark","88","Other transport equipment",0.218801161869554,0.218801161869554,0.218801161869554,18935,14792,14792,18935,1
2009,"Denmark","93","Electric power generation, transmission and distribution",0,0.119020750883711,0.260318347478615,19044159,15485523,15485523,19049664,95
2009,"Denmark","93_94","Aggregate (see variable gloria_sector)",0.0505041724617524,0.0505041724617524,0.100754357062343,11533,10580,10580,11533,2
2009,"Denmark","94","Distribution of gaseous fuels through mains",0,0.20089720048179,0.344680592453682,230364,256042,256042,229744,104
2009,"Denmark","118","Human health and social work activities",0,0.185467330794023,0.174300137677834,10895,12710,12710,10895,3
2009,"Estonia","25","Lignite and peat",0,0,0,13914,49328,49328,13914,2
2009,"Estonia","54","Dairy products",0,0,0,3146,7070,7070,3146,1
2009,"Estonia","57","Textiles and clothing",0,0,0,1027,11268,11268,1027,1
2009,"Estonia","59","Sawmill products",1,1,1,413,0,0,413,1
2009,"Estonia","60","Pulp and paper",0.389591046427508,0.389591046427508,0.389591046427508,23499,14344,14344,5462,1
2009,"Estonia","63","Refined petroleum products",0,0,0,39198,69513,69513,39198,1
2009,"Estonia","64","Nitrogenous fertilizers",0,0,0,27293,237419,237419,27293,1
2009,"Estonia","73","Clay building materials",0,0,0,2771,9573,9573,2771,2
2009,"Estonia","75","Cement, lime and plaster products",0,0,0,534925,841532,841532,534925,2
2009,"Estonia","93","Electric power generation, transmission and distribution",0,0.0526417235787876,0.00642225544780452,8760318,9315489,9315489,8634602,7
2009,"Estonia","94","Distribution of gaseous fuels through mains",0,0.0588830215196969,0.0373250739632457,886589,1095763,1095763,873077,24
2009,"Finland","10","Growing crops n.e.c.",0.016844276383637,0.016844276383637,0.016844276383637,11636,11440,11440,11636,1
2009,"Finland","51","Sugar refining; cocoa, chocolate and confectionery",0.141350210970464,0.141350210970464,0.141350210970464,50244,43142,43142,50244,1
2009,"Finland","55","Alcoholic and other  beverages",0.0238021717873501,0.0238021717873501,0.0476031186475568,38863,54632,54632,38863,2
2009,"Finland","57","Textiles and clothing",0,0,0,6179,14194,14194,6179,1
2009,"Finland","59","Sawmill products",0,0.0829337094499295,0.0465853272064649,6311,60004,60004,5784,5
2009,"Finland","60","Pulp and paper",0,0.0230873326098688,0.00669284840028777,2889801,3932982,3932982,2890268,35
2009,"Finland","63","Refined petroleum products",0.0811452990398554,0.0811452990398554,0.069949950503983,3468966,3226312,3226312,3468966,2
2009,"Finland","66_67_68_70","Aggregate (see variable gloria_sector)",0.0197747012220935,0.0197747012220935,0.037972365461964,447773,436816,436816,447773,2
2009,"Finland","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,2391,4200,4200,2391,1
2009,"Finland","73","Clay building materials",0,0,0,19109,41397,41397,19109,4
2009,"Finland","74","Glass and other ceramics n.e.c.",0,0,0,73179,134192,134192,73179,5
2009,"Finland","75","Cement, lime and plaster products",0,0,0,1158050,2039985,2039985,1158050,8
2009,"Finland","76","Other non-metallic mineral products n.e.c.",0,0,0,73409,106334,106334,73409,3
2009,"Finland","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,4338696,6806015,6806015,4338729,5
2009,"Finland","93","Electric power generation, transmission and distribution",0,0.167754760720593,0.27953459726013,11906333,10167044,10167044,11900524,93
2009,"Finland","93_94","Aggregate (see variable gloria_sector)",0.28659793814433,0.457319587628866,0.295634920634921,504,1754,1754,504,5
2009,"Finland","94","Distribution of gaseous fuels through mains",0.086395233366435,0.295947336663442,0.105954118787949,7771024,8495091,8495091,7774084,267
2009,"Finland","118","Human health and social work activities",0.204934687953556,0.204934687953556,0.204934687953556,3445,2739,2739,3445,1
2009,"France","6_7","Aggregate (see variable gloria_sector)",0,0,0,5654,14488,14488,5654,1
2009,"France","11","Growing grapes",0,0,0,5101,6807,6807,5101,1
2009,"France","26","Petroleum extraction",0,0,0,334200,424920,424920,334200,1
2009,"France","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.0138194261647802,0.0873466231604428,0.14249926089595,64267,68298,68298,64268,7
2009,"France","47","Cereal products",0,0,0,1331695,1763381,1763381,1331695,9
2009,"France","48_49","Aggregate (see variable gloria_sector)",0,0.177465586581297,0.0840665250848112,181285,236984,236984,204379,15
2009,"France","50","Food products and feeds n.e.c.",0,0.0547219723786235,0.0346330602574715,350330,423029,423029,350329,18
2009,"France","51","Sugar refining; cocoa, chocolate and confectionery",0,0.0849132128974917,0.146590834126053,1985779,1981478,1981478,1985781,28
2009,"France","52_53","Aggregate (see variable gloria_sector)",0.19205789571349,0.303442397884211,0.409679219504686,259835,183692,183692,259835,9
2009,"France","54","Dairy products",0.0112895850005716,0.0973555218393469,0.113384685628096,440227,470916,470916,440227,22
2009,"France","55","Alcoholic and other  beverages",0,0.0388925326223352,0.0059634676338921,61206,83358,83358,61206,7
2009,"France","56","Tobacco products",0,0,0,24159,51395,51395,24159,1
2009,"France","57","Textiles and clothing",0,0,0,29865,83401,83401,29865,8
2009,"France","59","Sawmill products",0,0,0,12444,111723,111723,12444,4
2009,"France","60","Pulp and paper",0,0.0177332225034012,0.00587729100937928,2288129,3835093,3835093,2288129,92
2009,"France","63","Refined petroleum products",0,0.0717995832100383,0.0788274122886226,16888630,16541007,16541007,16888630,14
2009,"France","64","Nitrogenous fertilizers",0,0,0,208788,265393,265393,208788,4
2009,"France","65_70","Aggregate (see variable gloria_sector)",0,0,0,7312,10105,10105,7312,2
2009,"France","66","Basic petrochemical products",0,0.103917828649843,0.00407474816821548,404933,458060,458060,404933,10
2009,"France","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0626960642789789,0.0163631867938921,8286711,10164345,10164345,8286710,41
2009,"France","69","Pharmaceuticals and medicinal products",0,0.0514519387128611,0.0523470164873684,198273,290454,290454,198274,11
2009,"France","70","Dyes, paints, glues, detergents and other chemical products",0,0.0807505307358749,0.0852512170311705,220208,297269,297269,220207,14
2009,"France","71","Rubber products",0,0,0,191737,355547,355547,191737,12
2009,"France","72","Plastic products",0,0.109353150345599,0.0408081109288803,67070,68165,68165,67070,3
2009,"France","73","Clay building materials",0,0.0802822231413894,0.0324572530787184,1723282,2362818,2362818,1723298,53
2009,"France","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,12404,19343,19343,12404,1
2009,"France","74","Glass and other ceramics n.e.c.",0,0.0488145857808471,0.0245396628992656,2890056,3715255,3715255,2889976,48
2009,"France","75","Cement, lime and plaster products",0,0.0075564739329647,0.00363744617466294,13308788,17290563,17290563,13308788,49
2009,"France","76","Other non-metallic mineral products n.e.c.",0,0,0,72826,96716,96716,72826,3
2009,"France","77","Basic iron and steel",0,0,0,884101,976563,976563,884101,1
2009,"France","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,16497527,24910512,24910512,16480360,26
2009,"France","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,126442,321033,321033,126442,3
2009,"France","85","Fabricated metal products",0,0,0,5464,8797,8797,5464,1
2009,"France","86","Machinery and equipment",0,0.0824184694865999,0.0914464845499328,11165,20550,20550,11164,4
2009,"France","87","Motor vehicles, trailers and semi-trailers",0,0.0469800700452103,0.0413733243321439,155535,419897,419897,155534,14
2009,"France","88","Other transport equipment",0,0.0143031435722931,0.00617159819975103,417720,659489,659489,417720,9
2009,"France","89","Repair and installation of machinery and equipment (service)",0,0,0,11084,13586,13586,11084,1
2009,"France","90","Computers; electronic products; optical and precision instruments",0,0,0,20735,32028,32028,20734,3
2009,"France","91","Electrical equipment",0,0,0,10758,11584,11584,10758,1
2009,"France","92","Furniture and other manufacturing n.e.c",0,0,0,10086,13601,13601,10086,2
2009,"France","93","Electric power generation, transmission and distribution",0.264806908720211,0.352990753287383,0.203667942752331,29888798,25751922,25751922,29897780,62
2009,"France","93_94","Aggregate (see variable gloria_sector)",0,0.0487501554533018,0.00678168426242696,231211,426122,426122,231211,4
2009,"France","94","Distribution of gaseous fuels through mains",0,0.0767704658148483,0.0579009559128378,8526405,9655483,9655483,8526406,269
2009,"France","95","Water collection, treatment and supply; sewerage",0,0,0,7952,8264,8264,7952,1
2009,"France","97","Materials recovery",0,0.00674688554200866,0.0131595989948968,38603,138368,138368,38604,6
2009,"France","98","Building construction",0.522477923468022,0.522477923468022,0.522477923468022,7474,3569,3569,7474,1
2009,"France","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,11757,14793,14793,11756,1
2009,"France","102","Rail transport",0.132573741304308,0.132573741304308,0.138755980861244,11495,9900,9900,11495,2
2009,"France","103","Transport via pipeline",0,0.0726812016464476,0.0496476731277679,422477,604379,604379,422476,18
2009,"France","105","Air transport",0,0,0,135807,175071,175071,135807,2
2009,"France","106","Services to transport",0,0.00724710896381957,0.00612377951289176,128842,170928,170928,128842,7
2009,"France","114","Professional, scientific and technical services",0,0,0,62688,86744,86744,62688,6
2009,"France","115","Administrative services",0,0,0,340352,357278,357278,340352,2
2009,"France","117","Education",0.225498774938747,0.225498774938747,0.225498774938747,11428,8851,8851,11428,1
2009,"France","118","Human health and social work activities",0.127008893743174,0.1194730486963,0.139206071220082,171300,189579,189579,171300,17
2009,"Germany","24","Hard coal",0,0,0,15782,16008,16008,15782,1
2009,"Germany","26","Petroleum extraction",0.241445190579779,0.19718912977634,0.175778286144596,175289,144477,144477,162289,3
2009,"Germany","28","Iron ores",0,0,0,170333,711875,711875,170333,1
2009,"Germany","37","Quarrying of stone, sand and clay",0.00195303417809812,0.00195303417809812,0.00195303417809812,21505,21463,21463,21505,1
2009,"Germany","40","Mining and quarrying n.e.c.; services to mining",0.436738563640673,0.436738563640673,0.436738563640673,21095,11882,11882,23355,1
2009,"Germany","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.1919010760808,0.1919010760808,0.1919010760808,10594,8561,8561,10594,1
2009,"Germany","47","Cereal products",0,0.2,0.103063477893154,340528,372658,372658,337528,5
2009,"Germany","48_49","Aggregate (see variable gloria_sector)",0.00673265336883887,0.0376527820236213,0.0262455635234525,261187,283770,283770,261369,9
2009,"Germany","50","Food products and feeds n.e.c.",0,0.0199560816239087,0.0300891530460624,61916,100743,100743,61916,5
2009,"Germany","51","Sugar refining; cocoa, chocolate and confectionery",0.0192250207298567,0.0919887382453076,0.0879401265156706,1320785,1400844,1400844,1324479,36
2009,"Germany","52_53","Aggregate (see variable gloria_sector)",0,0.011035141521291,0.0284552186806242,185133,224965,224965,185427,8
2009,"Germany","54","Dairy products",0,0.0227860727774146,0.0406098517609671,248585,387600,387600,248585,9
2009,"Germany","55","Alcoholic and other  beverages",0,0.0866644823066841,0.0203358842140988,182682,207676,207676,182682,14
2009,"Germany","57","Textiles and clothing",0,0,0,86943,144332,144332,86943,7
2009,"Germany","59","Sawmill products",0,0.0588235294117647,0.0025784941594109,166764,942669,942669,171489,17
2009,"Germany","60","Pulp and paper",0,0.0362899949828688,0.0133837535807344,5931744,7981039,7981039,5925969,135
2009,"Germany","61","Printing",0,0,0,42896,111949,111949,42896,3
2009,"Germany","62","Coke oven products",0.360608872369909,0.269636405750417,0.385051735792221,2664403,1936147,1936147,2686238,3
2009,"Germany","63","Refined petroleum products",0,0.0246463985683726,0.020145542538573,22492668,23810223,23810223,22539646,26
2009,"Germany","64","Nitrogenous fertilizers",0,0.0170542635658915,0.00458341075581232,177597,310036,310036,177597,10
2009,"Germany","65_70","Aggregate (see variable gloria_sector)",0,0,0,11023,11545,11545,11023,1
2009,"Germany","66","Basic petrochemical products",0,0,0,38478,64657,64657,38478,2
2009,"Germany","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0225379430962909,0.00875000859823113,6687422,8202776,8202776,6654926,43
2009,"Germany","69","Pharmaceuticals and medicinal products",0,0,0,128610,181020,181020,128610,5
2009,"Germany","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,129086,175012,175012,129086,7
2009,"Germany","71","Rubber products",0,0.0168005291505244,0.0251488705639401,141398,164285,164285,141398,5
2009,"Germany","72","Plastic products",0,0,0,23226,42635,42635,23226,2
2009,"Germany","73","Clay building materials",0,0.00416546175714139,0.00764286288866731,1069102,1706657,1706657,1140477,109
2009,"Germany","73_74_75_76","Aggregate (see variable gloria_sector)",0,0.00568485172062321,0.00793704575872058,118054,170220,170220,118054,11
2009,"Germany","74","Glass and other ceramics n.e.c.",0,0.0717405575879664,0.0547720210539666,3626870,4196163,4196163,3630612,94
2009,"Germany","75","Cement, lime and plaster products",0,0.0345613042102372,0.0324527990169603,25301115,30069683,30069683,25454349,84
2009,"Germany","76","Other non-metallic mineral products n.e.c.",0,0.0601581357122995,0.055700408564599,294935,331164,331164,294935,6
2009,"Germany","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.156115137920362,0.0407231105923793,22642401,57818462,57818462,24180417,45
2009,"Germany","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0211778357992457,0.0489083771629114,0.0725416355549784,61606,61003,61003,61606,5
2009,"Germany","85","Fabricated metal products",0,0,0,53047,81023,81023,59034,1
2009,"Germany","86","Machinery and equipment",0,0.0408050221565731,0.0494916468849375,22327,23903,23903,23615,4
2009,"Germany","87","Motor vehicles, trailers and semi-trailers",0,0.125765961652501,0.0391636387371902,275766,441892,441892,275766,16
